OBJECTID,INCKEY,COLDETKEY,ADDRTYPE,COLLISIONTYPE,DISTANCE,EXCEPTRSNCODE,EXCEPTRSNDESC,FATALITIES,INATTENTIONIND,INCDATE,INCDTTM,INJURIES,INTKEY,JUNCTIONTYPE,LIGHTCOND,Lightcode,LOCATION,PEDCOUNT,PEDCYLCOUNT,PEDROWNOTGRNT,PERSONCOUNT,REPORTNO,ROADCOND,roadcode,SDOT_COLCODE,SDOT_COLDESC,SDOTCOLNUM,SEGKEY,SERIOUSINJURIES,SEVERITYCODE,SEVERITYDESC,SPEEDING,ST_COLCODE,ST_COLDESC,STATUS,UNDERINFL,VEHCOUNT,WEATHER,Shape,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO
1892,115327,115327,Intersection,Cycles,0, ,,0,,01/28/2010 12:00:00 AM +0000,1/28/2010 11:30,1,25144,At Intersection (intersection related),Daylight,3,BALLARD AVE NW AND NW MARKET ST,0,1,Y,2,3345046,Unknown,5,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10028021,19235,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Unknown," 47.66867996800005, -122.38636797899994 ",0,521840,N,10-39182
1909,115470,115470,Intersection,Cycles,0,,,0,Y,04/02/2010 12:00:00 AM +0000,4/2/2010 20:35,1,24799,At Intersection (intersection related),Dark - Street Lights On,1,20TH AVE NE AND NE 65TH ST,0,1,,2,3206045,Wet,2,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",10092002,2971,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining," 47.67577850100008, -122.30651871499998 ",29713,0,N,2010-107586
1929,114373,114373,Block,Cycles,329,,,0,,05/22/2010 12:00:00 AM +0000,5/22/2010 17:45,1,,Driveway Junction,Unknown,5,DELRIDGE WAY SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,0,1,,2,2796612,Unknown,5,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10142030,9968,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Unknown," 47.552821136000034, -122.36297547599997 ",0,0,N,10-176431
1932,116018,116018,Block,Cycles,293,,,0,,05/31/2010 12:00:00 AM +0000,5/31/2010 1:49,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,M L KING JR WAY BETWEEN E MARION ST AND E SPRING ST,0,1,,1,3331930,Wet,2,69,PEDALCYCLIST OVERTURNED IN ROAD,10151031,11488,0,2,Injury Collision,,45,Bicycle,Matched,Y,0,Raining," 47.610812785000064, -122.29622614599998 ",10208,0,N,2010-180707
1991,115057,115057,Intersection,Cycles,0,,,0,,08/11/2010 12:00:00 AM +0000,8/11/2010 9:11,1,25452,At Intersection (intersection related),Daylight,3,8TH AVE NW AND NW 48TH ST,0,1,,1,3559157,Dry,1,69,PEDALCYCLIST OVERTURNED IN ROAD,10223029,8377,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy," 47.66365140600004, -122.36619134499995 ",2312,0,N,10-279176
2035,115888,115888,Block,Cycles,151.5,,,0,,03/27/2010 12:00:00 AM +0000,3/27/2010 8:06,1,,Mid-Block (not related to intersection),Daylight,3,17TH AVE S BETWEEN S HOLGATE ST AND S PLUM ST,0,1,Y,2,3344048,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10086015,2470,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.58593909000007, -122.31075678999997 ",37600,0,N,2010-100167
2045,115201,115201,Intersection,Cycles,0,,,0,,02/10/2010 12:00:00 AM +0000,2/10/2010 11:57,1,30793,At Intersection (intersection related),Daylight,3,HIAWATHA PL S AND S CHARLES ST,0,1,,2,2882724,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10041007,10876,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining," 47.594432151000035, -122.30912072499996 ",11487,0,N,10-46949
2052,116159,116159,Block,Cycles,213,,,0,,12/02/2010 12:00:00 AM +0000,12/2/2010 13:24,1,,Mid-Block (not related to intersection),Daylight,3,WESTERN AVE BETWEEN UNION ST AND PIKE ST,0,1,Y,2,3329960,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10336002,13503,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.60785918400006, -122.34066884699996 ",13038,0,N,10 416102
2055,114389,114389,Block,Cycles,325.5,,,0,,03/24/2010 12:00:00 AM +0000,3/24/2010 20:11,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,AIRPORT WAY S BETWEEN S EDMUNDS ST AND AIRPORT WY S VI,0,1,Y,2,3343975,Dry,1,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",10083012,8688,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.55892134800007, -122.32317369199995 ",21166,0,N,10-97037
2093,116444,116444,Intersection,Cycles,0,,,0,,03/03/2010 12:00:00 AM +0000,3/3/2010 18:28,1,34956,At Intersection (intersection related),Dark - Street Lights On,1,34TH AVE SW AND SW ROXBURY ST,0,1,,2,3288256,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10062014,5306,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.51747232000008, -122.37551294299999 ",0,0,N,10-71456
2144,114524,114524,Intersection,Cycles,0,,,0,,10/20/2010 12:00:00 AM +0000,10/20/2010 15:30,1,26193,At Intersection (but not related to intersection),Daylight,3,35TH AVE NE AND NE 60TH ST,0,1,,2,3565680,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10293025,5357,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.672147530000075, -122.29023363899995 ",30277,0,N,10-367129
2155,116036,116036,Block,Cycles,74.5,,,0,,07/09/2010 12:00:00 AM +0000,7/9/2010 2:20,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,WESTLAKE AVE BETWEEN 9TH AVE AND DENNY WAY,0,1,,2,3288939,Dry,1,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",10190009,13531,0,2,Injury Collision,,45,Bicycle,Matched,Y,1,Clear or Partly Cloudy," 47.618327785000076, -122.33845125499994 ",37291,0,N,10-234715
2161,116033,116033,Intersection,Cycles,0,,,0,,07/06/2010 12:00:00 AM +0000,7/6/2010 21:02,1,28375,At Intersection (intersection related),Daylight,3,24TH AVE E AND BOYER AVE E,0,1,Y,5,3332090,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10187029,3549,1,2b,Serious Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.63524417700006, -122.30156537499994 ",22442,0,N,2010-2314405
2194,115897,115897,Intersection,Cycles,0, ,,0,,09/13/2010 12:00:00 AM +0000,9/13/2010 15:33,1,32333,At Intersection (intersection related),Daylight,3,1ST AVE S AND S HORTON ST,0,1,Y,2,3387702,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10256004,1211,1,2b,Serious Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.57438557900008, -122.33420366099995 ",0,525175,N,2010-321193
2233,116174,116174,Intersection,Cycles,0, ,,0,,11/11/2010 12:00:00 AM +0000,11/11/2010 16:50,1,27149,At Intersection (intersection related),Dark - Street Lights On,1,15TH AVE NE AND NE PACIFIC ST,0,1,,2,3374737,Wet,2,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,10315034,2028,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining," 47.65297596400006, -122.31246414499998 ",0,520838,N,10-394346
2254,117279,117279,Block,Cycles,108,,,0,,05/17/2010 12:00:00 AM +0000,5/17/2010 8:54,1,,Mid-Block (but intersection related),Daylight,3,29TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,0,1,,3,3331959,Dry,1,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",10137006,4305,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.600568689000056, -122.29499472999998 ",0,0,N,2010-161489
2264,117147,117147,Block,Cycles,154.5,,,0,,08/05/2010 12:00:00 AM +0000,8/5/2010 8:05,0,,Mid-Block (not related to intersection),Unknown,5,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,0,1,,3,3345452,Unknown,5,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,10217017,8733,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Unknown," 47.61471048400006, -122.35449693499999 ",20766,0,N,2010-271253
2293,117558,117558,Block,Cycles,287.5,,,0,,06/01/2010 12:00:00 AM +0000,6/1/2010,1,,Mid-Block (not related to intersection),Daylight,3,MONTLAKE BLVD NE BETWEEN 25TH AVE NE AND NE 44TH ST,0,1,,2,3287346,Wet,2,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",10152034,11912,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Raining," 47.659704771000065, -122.30067935799997 ",26658,0,N,2010-182994
2306,118109,118109,Block,Cycles,225,,,0,,01/23/2010 12:00:00 AM +0000,1/23/2010 13:53,1,,Mid-Block (but intersection related),Daylight,3,DELRIDGE WAY SW BETWEEN SW HENDERSON ST AND 20TH AVE SW,0,1,Y,3,3288055,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10023002,9989,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast," 47.52233539500003, -122.35962764799996 ",0,0,N,2010-26209
2385,116741,116741,Block,Cycles,171.5,,,0,,07/10/2010 12:00:00 AM +0000,7/10/2010 11:36,1,,Mid-Block (not related to intersection),Daylight,3,AIRPORT WAY S BETWEEN AIRPORT NB N WAY S AND S ROYAL BROUGHAM WAY,0,1,,2,3326894,Dry,1,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,10191031,8655,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.59285027200008, -122.32421991199999 ",16287,0,N,10 236533
2417,117843,117843,Intersection,Cycles,0,,,0,,12/16/2010 12:00:00 AM +0000,12/16/2010 19:54,1,29893,At Intersection (intersection related),Dark - Street Lights On,1,8TH AVE AND PIKE ST,0,2,,3,3560682,Dry,1,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",10350005,8280,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast," 47.61207057300004, -122.33224408399997 ",21880,0,N,10-432925
2466,116467,116467,Intersection,Cycles,0,,,0,Y,08/25/2010 12:00:00 AM +0000,8/25/2010 12:42,1,24499,At Intersection (intersection related),Daylight,3,ROOSEVELT WAY NE AND NE 66TH ST,0,1,Y,2,2892786,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10237004,12616,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.67655440100003, -122.31737321599996 ",9394,0,N,2010-297202
2514,116752,116752,Intersection,Cycles,0,,,0,,06/27/2010 12:00:00 AM +0000,6/27/2010 8:50,0,29809,At Intersection (intersection related),Daylight,3,12TH AVE AND E JEFFERSON ST,0,1,Y,2,3332327,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10178009,1529,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.60620304500003, -122.31678046599995 ",10458,0,N,10-218261
2548,117436,117436,Block,Cycles,193.5,,,0,Y,09/12/2010 12:00:00 AM +0000,9/12/2010 13:25,1,,Mid-Block (not related to intersection),Daylight,3,BEACON AVE S BETWEEN S HANFORD ST AND S HORTON ST,0,1,Y,2,3374105,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10255001,9123,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.574568776000035, -122.309058059 ",13391,0,N,2010-319898
2579,117442,117442,Intersection,Cycles,0, ,,0,,05/07/2010 12:00:00 AM +0000,5/7/2010 7:35,2,29566,At Intersection (intersection related),Daylight,3,4TH AVE AND OLIVE WAY,1,1,,2,3326062,Dry,1,64,PEDALCYCLIST STRUCK PEDESTRIAN,10127011,6135,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy," 47.61218154000005, -122.33854264999997 ",12774,523727,N,10-148811
2597,118408,118408,Block,Cycles,158.5,,,0,,04/26/2010 12:00:00 AM +0000,4/26/2010 7:48,1,,Driveway Junction,Daylight,3,SW ADMIRAL WAY BETWEEN 41ST AVE SW AND 42ND AVE SW,0,1,Y,3,3288207,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10116004,21702,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.58118095700007, -122.38452860199999 ",0,0,N,2010-135363
2604,118543,118543,Intersection,Cycles,0,,,0,,09/07/2011 12:00:00 AM +0000,9/7/2011,1,30355,At Intersection (intersection related),Daylight,3,2ND AVE AND CHERRY ST,0,1,,2,3562260,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",11250002,2750,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.60301939300007, -122.33317224599995 ",12035,0,N,11-295102
2610,118541,118541,Intersection,Cycles,0,,,0,,09/04/2011 12:00:00 AM +0000,9/4/2011,1,29794,At Intersection (intersection related),Daylight,3,13TH AVE AND E CHERRY ST,0,1,,2,3559540,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,11247004,1733,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.60805331100005, -122.31545756699995 ",0,0,N,11-291994
2635,118547,118547,Intersection,Cycles,0, ,,0,,09/24/2011 12:00:00 AM +0000,9/24/2011 16:00,1,486567,At Intersection (intersection related),Daylight,3,M L KING JR ER WAY S AND S OTHELLO ST,0,1,,2,3545586,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",11267004,11561,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.537051587000065, -122.28110415099997 ",0,545762,N,11-315483
2687,117718,117718,Intersection,Cycles,0,,,0,,04/27/2010 12:00:00 AM +0000,4/27/2010 15:30,1,31062,At Intersection (intersection related),Daylight,3,39TH AVE SW AND SW ADMIRAL WAY,0,1,Y,2,3331901,Unknown,5,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10117003,6052,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Unknown," 47.58115869800008, -122.38115119499997 ",0,0,N,2010-137123
2695,117722,117722,Intersection,Cycles,0,,,0,,05/03/2010 12:00:00 AM +0000,5/3/2010 17:22,1,29599,At Intersection (intersection related),Daylight,3,1ST AVE AND UNION ST,0,1,Y,3,3200693,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10123005,1008,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.60782816200003, -122.33910533499994 ",36675,0,N,10-144209
2696,117448,117448,Intersection,Cycles,0, ,,0,,04/06/2010 12:00:00 AM +0000,4/6/2010 15:03,1,27149,At Intersection (intersection related),Daylight,3,15TH AVE NE AND NE PACIFIC ST,0,1,Y,2,3333811,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10096012,2028,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast," 47.65297596400006, -122.31246414499998 ",0,520838,N,10-111673
2716,118410,118410,Intersection,Cycles,0,,,0,,05/03/2010 12:00:00 AM +0000,5/3/2010 7:30,1,26939,At Intersection (intersection related),Daylight,3,FREMONT AVE N AND N 44TH ST,0,1,Y,2,3376372,Dry,1,69,PEDALCYCLIST OVERTURNED IN ROAD,10123026,10496,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.66021511000008, -122.35002640299996 ",8437,0,N,10-145628
2805,117452,117452,Block,Cycles,215,,,0,,06/07/2010 12:00:00 AM +0000,6/7/2010 18:10,1,,Mid-Block (not related to intersection),Daylight,3,NE 55TH ST BETWEEN 45TH AVE NE AND NE TULANE PL,0,1,,2,3377123,Dry,1,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,10158004,17058,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.66915886800007, -122.27861440899994 ",34183,0,N,10-191388
2852,118144,118144,Block,Cycles,161,,,0,,04/29/2010 12:00:00 AM +0000,4/29/2010 17:55,0,,Driveway Junction,Daylight,3,BELL ST BETWEEN WESTERN AVE AND 1ST AVE,0,1,Y,2,3276972,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10119017,9197,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.613041751000026, -122.34694402799994 ",0,0,N,10-139667
2871,118425,118425,Block,Cycles,316.5,,,0,,12/30/2010 12:00:00 AM +0000,12/30/2010 12:15,0,,Mid-Block (not related to intersection),Daylight,3,NW MARKET ST BETWEEN 24TH AVE NW AND 26TH AVE NW,0,1,Y,3,3565045,Dry,1,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",10364016,19236,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.66867356700004, -122.38885869099994 ",25907,0,N,10-446944
2904,117047,117047,Block,Cycles,96.5, ,,0,,06/15/2010 12:00:00 AM +0000,6/15/2010 9:52,2,,,Daylight,3,E PINE ST BETWEEN BROADWAY AND NAGLE PL,0,1,,2,3329188,Dry,1,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,10166004,14634,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.61523806900004, -122.32040943099997 ",0,523986,N,2010-202004
2952,117184,117184,Intersection,Cycles,0, ,,0,Y,12/15/2010 12:00:00 AM +0000,12/15/2010 16:45,1,25423,At Intersection (intersection related),Dark - Street Lights On,1,14TH AVE NW AND NW MARKET ST,0,1,Y,2,3377089,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10349032,1895,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining," 47.66866536800006, -122.37358850399994 ",0,520756,N,10-432446
2967,118152,118152,Block,Cycles,147.5,,,0,,10/20/2010 12:00:00 AM +0000,10/20/2010 17:07,0,,Mid-Block (not related to intersection),Daylight,3,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,0,1,,2,3386879,Dry,1,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",10293026,14339,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.611969455000064, -122.31884003299996 ",22931,0,N,10-367257
3006,118574,118574,Intersection,Cycles,0,,,0,,06/04/2011 12:00:00 AM +0000,6/4/2011 15:10,0,27975,At Intersection (intersection related),Daylight,3,W GARFIELD ST AND DEAD END 1,0,1,,2,2670129,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,11155039,,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,,0,0,N,11-01247
3008,118294,118294,Block,Cycles,427.5, ,,0,,03/24/2010 12:00:00 AM +0000,3/24/2010 8:20,1,,Mid-Block (not related to intersection),Daylight,3,NE 65TH ST BETWEEN 58TH AVE NE AND SAND POINT WAY NE,0,1,Y,2,3332745,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10083009,17318,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.67572936800008, -122.26528244199994 ",0,524265,N,2010-96235
3083,117472,117472,Block,Cycles,213.5,,,0,,10/26/2010 12:00:00 AM +0000,10/26/2010 18:00,1,,Mid-Block (not related to intersection),Dusk,4,WALLINGFORD AVE N BETWEEN N 38TH ST AND N 39TH ST,0,1,,2,3565539,Wet,2,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",10299028,13366,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining," 47.65372998400005, -122.33628500599997 ",6183,0,N,10-374343
3091,117059,117059,Block,Cycles,211.5,,,0,,06/02/2010 12:00:00 AM +0000,6/2/2010 16:56,1,,Mid-Block (not related to intersection),Daylight,3,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,0,1,,2,3332076,Dry,1,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,10153036,10841,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.61464477000004, -122.32212039199999 ",0,0,N,10-184335
3195,116650,116650,Block,Cycles,161,,,0,,10/03/2010 12:00:00 AM +0000,10/3/2010 13:39,1,,Mid-Block (not related to intersection),Daylight,3,BLANCHARD ST BETWEEN 7TH AVE AND 8TH AVE,0,1,,2,3383657,Dry,1,16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",10276010,9297,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.61692583200005, -122.33962645799994 ",14212,0,N,10-345931
3251,118033,118033,Block,Cycles,154.5,,,0,,02/10/2010 12:00:00 AM +0000,2/10/2010 16:05,0,,Mid-Block (not related to intersection),Daylight,3,ROY ST BETWEEN 9TH AVE N AND VALLEY ST,0,1,,2,3342095,Wet,2,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",10041004,9423,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Raining," 47.625593828000035, -122.33918659699998 ",0,0,N,10-47201
3297,116802,116802,Intersection,Cycles,0,,,0,,01/12/2010 12:00:00 AM +0000,1/12/2010 18:00,1,25543,At Intersection (intersection related),Dark - Street Lights On,1,STONE WAY N AND N 48TH ST,0,1,Y,2,3333711,Wet,2,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10012005,12972,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining," 47.663578519000055, -122.34117338099998 ",6404,0,N,2010-13218
3319,118452,118452,Block,Cycles,318.5,,,0,,09/18/2010 12:00:00 AM +0000,9/18/2010 10:00,0,,Mid-Block (not related to intersection),Unknown,5,SEWARD PARK AVE S BETWEEN S KENYON ST AND S BUDD CT,0,1,Y,2,3345853,Unknown,5,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",10261023,12808,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Unknown," 47.53071788800003, -122.266326204 ",37675,0,N,2010-329967
3351,117216,117216,Intersection,Cycles,0,,,0,,04/03/2010 12:00:00 AM +0000,4/3/2010 21:33,0,26673,At Intersection (intersection related),Dark - Street Lights On,1,LEARY WAY NW AND NW 39TH ST,0,1,,4,3276710,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10093003,11335,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,2,Raining," 47.65414586400004, -122.36006316099997 ",17451,0,N,10-108756
3355,117214,117214,Intersection,Cycles,0,,,0,Y,04/01/2010 12:00:00 AM +0000,4/1/2010 9:45,1,28045,At Intersection (intersection related),Daylight,3,4TH AVE N AND FREMONT BR,0,1,,2,3335243,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10091007,10562,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.64687975500004, -122.34975371399997 ",17117,0,N,10-105745
3368,118040,118040,Block,Cycles,169.5,,,0,,07/29/2010 12:00:00 AM +0000,7/29/2010 14:05,1,,Mid-Block (not related to intersection),Daylight,3,W DRAVUS ST BETWEEN 20TH AVE W AND 21ST AVE W,0,1,,4,3345930,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10210025,23223,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.64845691800008, -122.38266772099996 ",0,0,N,10-261952
3406,118318,118318,Block,Cycles,138.5,,,0,,08/25/2010 12:00:00 AM +0000,8/25/2010 15:16,1,,Mid-Block (not related to intersection),Daylight,3,S MCCLELLAN ST BETWEEN 26TH AVE S AND RAINIER AVE S,0,1,,2,3387287,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10237002,20812,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.57835019200007, -122.29871442499996 ",0,0,N,2010-297369
3436,118603,118603,Block,Cycles,161,,,0,,09/28/2011 12:00:00 AM +0000,9/28/2011 8:25,1,,Mid-Block (not related to intersection),Daylight,3,UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,0,1,,2,3568205,Unknown,5,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,11271019,13203,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Unknown," 47.60845954200005, -122.33431329999996 ",36420,0,N,11-320429
3474,117084,117084,Block,Cycles,140,,,0,,08/11/2010 12:00:00 AM +0000,8/11/2010 23:57,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,NE 50TH ST BETWEEN 15TH AVE NE AND 16TH AVE NE,1,1,,2,2894845,Dry,1,64,PEDALCYCLIST STRUCK PEDESTRIAN,10223013,16935,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy," 47.66488853800007, -122.31137174799994 ",32460,0,N,10-280139
3476,117083,117083,Intersection,Cycles,0,,,0,,08/08/2010 12:00:00 AM +0000,8/8/2010 21:16,1,27063,At Intersection (intersection related),Dark - Street Lights On,1,BROOKLYN AVE NE AND NE 45TH ST,0,1,Y,2,3375082,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10220002,9482,0,2,Injury Collision,,45,Bicycle,Matched,Y,1,Clear or Partly Cloudy," 47.661276978000046, -122.314285816 ",31442,0,N,10-275972
3514,117772,117772,Intersection,Cycles,0, ,,0,,08/05/2010 12:00:00 AM +0000,8/5/2010 19:05,1,29702,At Intersection (intersection related),Daylight,3,2ND AVE AND BELL ST,0,1,,2,3208647,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10217032,2764,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy," 47.61403982300004, -122.34565345699997 ",0,521007,N,10 271955
3556,118607,118607,Intersection,Cycles,0, ,,0,,06/15/2011 12:00:00 AM +0000,6/15/2011 8:46,1,27035,At Intersection (intersection related),Daylight,3,FREMONT AVE N AND FREMONT PL N,0,1,,2,3466952,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",11166015,10486,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast," 47.65043101700007, -122.34983490399998 ",0,522545,N,2011-191535
